# Blocks, # Threads, Sync. time, Async. time
5001,151,11.92,0.10
5001,151,12.54,0.10
5001,151,11.83,0.10
5001,151,12.39,0.10
5001,151,11.68,0.10
5001,151,11.72,0.10
5001,201,11.77,0.10
5001,201,11.77,0.10
5001,201,11.65,0.10
5001,201,11.70,0.10
5001,201,11.78,0.10
5001,201,11.75,0.10
5001,201,12.57,0.10
5001,201,11.67,0.10
5001,201,11.77,0.10
5001,201,11.81,0.10
5001,251,11.67,0.10
5001,251,11.65,0.10
5001,251,11.74,0.10
5001,251,11.76,0.10
5001,251,12.06,0.10
5001,251,11.70,0.10
5001,251,11.78,0.10
5001,251,11.75,0.10
5001,251,11.70,0.10
5001,251,11.66,0.10
5001,301,11.95,0.10
5001,301,11.81,0.10
5001,301,11.74,0.10
5001,301,11.71,0.10
5001,301,12.60,0.10
5001,301,11.71,0.10
5001,301,11.96,0.10
5001,301,11.81,0.10
5001,301,11.87,0.10
5001,301,11.75,0.10
5001,351,11.71,0.10
5001,351,11.82,0.10
5001,351,11.69,0.10
5001,351,11.68,0.10
5001,351,11.77,0.10
5001,351,11.71,0.10
5001,351,11.75,0.10
5001,351,11.77,0.10
5001,351,11.65,0.10
5001,351,12.65,0.10
5001,401,11.77,0.10
5001,401,11.98,0.10
5001,401,11.74,0.10
5001,401,11.79,0.10
5001,401,11.85,0.10
5001,401,11.79,0.10
5001,401,11.76,0.10
5001,401,11.87,0.10
5001,401,11.87,0.10
5001,401,12.07,0.10
5001,451,11.74,0.10
5001,451,11.78,0.10
5001,451,11.71,0.10
5001,451,11.83,0.10
5001,451,11.79,0.10
5001,451,12.03,0.10
5001,451,11.79,0.10
5001,451,12.89,0.10
5001,451,11.79,0.10
5001,451,11.72,0.10
5001,501,11.84,0.10
5001,501,12.05,0.10
5001,501,11.93,0.10
5001,501,12.07,0.10
5001,501,11.75,0.10
5001,501,11.71,0.10
5001,501,11.77,0.10
5001,501,11.87,0.10
5001,501,11.88,0.10
5001,501,11.67,0.10
5001,551,11.66,0.10
5001,551,11.79,0.10
5001,551,11.80,0.10
5001,551,11.62,0.10
5001,551,11.63,0.10
5001,551,11.66,0.10
5001,551,11.90,0.10
5001,551,11.74,0.10
5001,551,11.84,0.10
5001,551,11.71,0.10
5001,601,11.69,0.10
5001,601,11.82,0.10
5001,601,11.79,0.10
5001,601,11.73,0.10
5001,601,12.02,0.10
5001,601,11.97,0.10
5001,601,11.83,0.10
5001,601,11.74,0.10
5001,601,11.70,0.10
5001,601,11.73,0.10
5001,651,12.53,0.10
5001,651,11.78,0.10
5001,651,11.83,0.10
5001,651,11.70,0.10
5001,651,11.73,0.10
5001,651,11.74,0.10
5001,651,11.65,0.10
5001,651,11.86,0.10
5001,651,11.77,0.10
5001,651,12.38,0.10
5001,701,11.69,0.10
5001,701,11.84,0.10
5001,701,11.70,0.10
5001,701,11.82,0.10
5001,701,11.78,0.10
5001,701,11.71,0.10
5001,701,11.68,0.10
5001,701,11.67,0.10
5001,701,11.86,0.10
5001,701,12.53,0.10
5001,751,12.01,0.10
5001,751,11.82,0.17
5001,751,11.82,0.10
5001,751,11.75,0.10
5001,751,11.85,0.10
5001,751,11.72,0.10
5001,751,11.77,0.10
5001,751,11.77,0.10
5001,751,12.53,0.10
5001,751,11.72,0.10
5001,801,11.72,0.10
5001,801,11.77,0.10
5001,801,11.76,0.10
5001,801,11.85,0.10
5001,801,12.23,0.10
5001,801,11.72,0.10
5001,801,11.70,0.10
5001,801,11.79,0.10
5001,801,11.78,0.10
5001,801,11.72,0.10
5001,851,11.71,0.10
5001,851,11.81,0.10
5001,851,11.99,0.10
5001,851,11.72,0.10
5001,851,11.82,0.10
5001,851,11.73,0.10
5001,851,11.72,0.10
5001,851,11.84,0.10
5001,851,11.93,0.10
5001,851,11.65,0.10
5001,901,11.96,0.10
5001,901,12.15,0.10
5001,901,11.80,0.10
5001,901,11.73,0.10
5001,901,11.79,0.10
5001,901,11.71,0.10
5001,901,11.90,0.10
5001,901,12.06,0.10
5001,901,11.79,0.10
5001,901,11.76,0.10
5001,951,13.16,0.10
5001,951,11.90,0.10
5001,951,11.81,0.10
5001,951,11.70,0.10
5001,951,11.70,0.10
5001,951,12.09,0.10
5001,951,11.78,0.10
5001,951,11.80,0.10
5001,951,11.76,0.10
5001,951,11.67,0.10
5001,1001,11.80,0.10
5001,1001,11.67,0.10
5001,1001,11.91,0.10
5001,1001,11.75,0.10
5001,1001,11.78,0.10
5001,1001,12.08,0.10
5001,1001,11.73,0.10
5001,1001,11.74,0.10
5001,1001,11.83,0.10
5001,1001,11.83,0.10
6001,1,11.77,0.10
6001,1,11.75,0.10
6001,1,13.00,0.10
6001,1,11.77,0.10
6001,1,11.91,0.10
6001,1,11.73,0.10
6001,1,11.64,0.10
6001,1,11.78,0.10
6001,1,11.97,0.10
6001,1,11.64,0.10
6001,51,11.67,0.10
6001,51,11.74,0.10
6001,51,11.73,0.10
6001,51,12.65,0.10
6001,51,11.68,0.10
6001,51,11.72,0.10
6001,51,12.18,0.10
6001,51,12.26,0.10
6001,51,11.71,0.10
6001,51,11.76,0.10
6001,101,11.78,0.10
6001,101,11.75,0.10
6001,101,11.94,0.10
6001,101,11.74,0.10
6001,101,13.17,0.10
6001,101,11.80,0.10
6001,101,11.76,0.10
6001,101,11.77,0.10
6001,101,11.77,0.10
6001,101,11.82,0.10
6001,151,12.64,0.10
6001,151,11.80,0.10
6001,151,11.94,0.10
6001,151,12.63,0.10
6001,151,11.75,0.10
6001,151,11.75,0.10
6001,151,11.76,0.10
6001,151,11.80,0.10
6001,151,11.78,0.10
6001,151,11.77,0.10
6001,201,11.74,0.10
6001,201,11.76,0.10
6001,201,11.79,0.10
6001,201,11.76,0.10
6001,201,11.69,0.10
6001,201,11.88,0.10
6001,201,11.72,0.10
6001,201,12.92,0.10
6001,201,11.99,0.10
6001,201,11.75,0.10
6001,251,11.74,0.10
6001,251,12.17,0.10
6001,251,11.84,0.10
6001,251,11.73,0.10
6001,251,11.66,0.10
6001,251,11.77,0.10
6001,251,11.67,0.10
6001,251,12.60,0.10
6001,251,11.72,0.10
6001,251,12.65,0.10
6001,301,11.71,0.10
6001,301,12.61,0.10
6001,301,11.76,0.10
6001,301,12.01,0.10
6001,301,11.66,0.10
6001,301,11.82,0.10
6001,301,11.75,0.10
6001,301,12.57,0.10
6001,301,11.77,0.10
6001,301,11.75,0.10
6001,351,11.84,0.10
6001,351,11.70,0.10
6001,351,11.73,0.10
6001,351,11.81,0.10
6001,351,11.80,0.10
6001,351,12.01,0.10
6001,351,11.70,0.10
6001,351,11.73,0.10
6001,351,12.67,0.10
6001,351,11.72,0.10
6001,401,12.85,0.10
6001,401,11.72,0.10
6001,401,11.73,0.10
6001,401,11.79,0.10
6001,401,11.72,0.10
6001,401,11.72,0.10
6001,401,11.64,0.10
6001,401,11.74,0.10
6001,401,12.65,0.10
6001,401,11.86,0.10
6001,451,12.05,0.10
6001,451,11.75,0.10
6001,451,12.93,0.10
6001,451,11.79,0.10
6001,451,11.82,0.10
6001,451,12.01,0.10
6001,451,12.60,0.10
6001,451,11.73,0.10
6001,451,11.75,0.10
6001,451,11.74,0.12
6001,501,11.82,0.39
6001,501,11.91,0.10
6001,501,12.05,0.10
6001,501,11.84,0.10
6001,501,12.63,0.10
6001,501,11.74,0.10
6001,501,11.70,0.10
6001,501,12.00,0.10
6001,501,11.67,0.10
6001,501,11.71,0.10
6001,551,11.96,0.10
6001,551,11.80,0.10
6001,551,11.78,0.10
6001,551,11.79,0.10
6001,551,11.88,0.10
6001,551,11.88,0.10
6001,551,11.72,0.10
6001,551,11.82,0.10
6001,551,11.86,0.10
6001,551,11.97,0.10
6001,601,11.91,0.10
6001,601,11.63,0.10
6001,601,11.79,0.10
6001,601,11.70,0.10
6001,601,11.89,0.10
6001,601,12.71,0.10
6001,601,11.93,0.10
6001,601,11.73,0.10
6001,601,11.70,0.10
6001,601,11.87,0.10
6001,651,12.52,0.10
6001,651,11.72,0.10
6001,651,11.76,0.10
6001,651,12.60,0.10
6001,651,11.94,0.10
6001,651,11.70,0.10
6001,651,11.85,0.10
6001,651,12.63,0.10
6001,651,12.27,0.10
6001,651,11.80,0.10
6001,701,11.74,0.10
6001,701,11.73,0.10
6001,701,11.96,0.10
6001,701,12.28,0.10
6001,701,11.77,0.10
6001,701,11.84,0.10
6001,701,11.66,0.10
6001,701,11.75,0.10
6001,701,11.84,0.10
6001,701,11.78,0.10
6001,751,11.93,0.10
6001,751,12.17,0.10
6001,751,11.72,0.10
6001,751,11.74,0.10
6001,751,12.22,0.10
6001,751,11.82,0.10
6001,751,11.70,0.10
6001,751,12.83,0.10
6001,751,11.98,0.10
6001,751,11.76,0.10
6001,801,11.79,0.10
6001,801,11.74,0.10
6001,801,11.92,0.10
6001,801,11.94,0.10
6001,801,11.69,0.10
6001,801,11.74,0.10
6001,801,11.82,0.10
6001,801,11.75,0.10
6001,801,11.79,0.10
6001,801,12.09,0.10
6001,851,11.82,0.10
6001,851,11.83,0.10
6001,851,12.72,0.10
6001,851,12.10,0.10
6001,851,11.71,0.10
6001,851,11.67,0.10
6001,851,11.82,0.10
6001,851,11.74,0.10
6001,851,11.73,0.10
6001,851,11.74,0.10
6001,901,12.00,0.10
6001,901,12.07,0.10
6001,901,11.73,0.10
6001,901,11.82,0.10
6001,901,11.69,0.10
6001,901,11.93,0.10
6001,901,11.69,0.10
6001,901,11.64,0.10
6001,901,11.71,0.10
6001,901,11.84,0.10
6001,951,11.76,0.10
6001,951,11.92,0.09
6001,951,11.71,0.10
6001,951,11.91,0.10
6001,951,11.83,0.10
6001,951,11.83,0.10
6001,951,11.87,0.10
6001,951,11.96,0.10
6001,951,11.71,0.10
6001,951,11.70,0.11
6001,1001,11.72,0.10
6001,1001,11.84,0.10
6001,1001,11.77,0.10
6001,1001,12.04,0.10
6001,1001,11.76,0.10
6001,1001,11.72,0.10
6001,1001,11.74,0.10
6001,1001,11.70,0.10
6001,1001,11.70,0.10
6001,1001,11.84,0.10
7001,1,11.76,0.10
7001,1,11.72,0.10
7001,1,11.72,0.10
7001,1,11.83,0.10
7001,1,11.85,0.42
7001,1,12.05,0.10
7001,1,11.64,0.10
7001,1,11.99,0.10
7001,1,11.96,0.10
7001,1,12.01,0.10
7001,51,12.10,0.10
7001,51,12.09,0.10
7001,51,11.61,0.10
7001,51,11.78,0.10
7001,51,11.74,0.10
7001,51,11.71,0.10
7001,51,11.79,0.10
7001,51,11.76,0.10
7001,51,11.83,0.10
7001,51,11.88,0.10
7001,101,11.72,0.10
7001,101,11.63,0.10
7001,101,11.73,0.10
7001,101,11.92,0.09
7001,101,12.70,0.10
7001,101,11.73,0.10
7001,101,11.86,0.10
7001,101,12.68,0.10
7001,101,11.68,0.10
7001,101,11.82,0.10
7001,151,12.62,0.10
7001,151,11.80,0.10
7001,151,11.70,0.10
7001,151,11.83,0.10
7001,151,11.86,0.10
7001,151,11.70,0.22
7001,151,12.04,0.10
7001,151,11.87,0.10
7001,151,11.68,0.10
7001,151,11.87,0.10
7001,201,11.95,0.10
7001,201,12.50,0.10
7001,201,11.76,0.10
7001,201,11.84,0.10
7001,201,11.76,0.10
7001,201,11.74,0.10
7001,201,11.69,0.10
7001,201,11.75,0.10
7001,201,11.63,0.10
7001,201,11.84,0.10
7001,251,11.83,0.10
7001,251,11.72,0.10
7001,251,11.77,0.10
7001,251,11.82,0.10
7001,251,12.55,0.10
7001,251,11.88,0.10
7001,251,11.87,0.10
7001,251,11.70,0.10
7001,251,11.86,0.10
7001,251,11.71,0.10
7001,301,11.78,0.10
7001,301,12.04,0.10
7001,301,11.69,0.09
7001,301,12.68,0.10
7001,301,11.88,0.10
7001,301,11.80,0.10
7001,301,11.87,0.10
7001,301,11.67,0.10
7001,301,11.79,0.10
7001,301,11.92,0.10
7001,351,11.82,0.10
7001,351,11.89,0.10
7001,351,11.75,0.10
7001,351,11.66,0.10
7001,351,11.70,0.10
7001,351,11.90,0.10
7001,351,11.91,0.10
7001,351,11.76,0.10
7001,351,12.64,0.10
7001,351,11.71,0.10
7001,401,11.70,0.24
7001,401,11.79,0.10
7001,401,11.79,0.10
7001,401,11.72,0.10
7001,401,11.69,0.10
7001,401,11.81,0.10
7001,401,11.69,0.10
7001,401,11.83,0.10
7001,401,11.64,0.10
7001,401,11.75,0.10
7001,451,11.72,0.10
7001,451,12.05,0.10
7001,451,11.78,0.10
7001,451,11.85,0.10
7001,451,11.69,0.10
7001,451,11.81,0.10
7001,451,11.78,0.10
7001,451,11.75,0.10
7001,451,11.77,0.10
7001,451,11.96,0.10
7001,501,11.96,0.10
7001,501,11.68,0.10
7001,501,11.87,0.10
7001,501,11.74,0.10
7001,501,11.75,0.10
7001,501,11.86,0.10
7001,501,11.73,0.10
7001,501,11.80,0.10
7001,501,11.86,0.10
7001,501,11.77,0.10
7001,551,11.87,0.10
7001,551,12.08,0.10
7001,551,11.76,0.10
7001,551,11.79,0.10
7001,551,11.79,0.10
7001,551,11.70,0.10
7001,551,11.89,0.10
7001,551,11.89,0.10
7001,551,11.72,0.10
7001,551,11.68,0.10
7001,601,11.71,0.10
7001,601,12.12,0.10
7001,601,11.73,0.10
7001,601,11.74,0.10
7001,601,11.79,0.10
7001,601,11.92,0.10
7001,601,11.71,0.10
7001,601,11.87,0.10
7001,601,11.68,0.10
7001,601,11.75,0.10
7001,651,11.86,0.10
7001,651,11.76,0.10
7001,651,12.07,0.10
7001,651,11.74,0.10
7001,651,11.82,0.10
7001,651,11.80,0.10
7001,651,11.78,0.10
7001,651,11.82,0.10
7001,651,11.66,0.10
7001,651,11.70,0.10
7001,701,11.78,0.10
7001,701,12.82,0.10
7001,701,12.08,0.10
7001,701,11.84,0.11
7001,701,12.60,0.10
7001,701,11.69,0.10
7001,701,11.74,0.10
7001,701,11.83,0.10
7001,701,11.99,0.10
7001,701,11.94,0.10
7001,751,11.75,0.10
7001,751,11.80,0.10
7001,751,11.72,0.10
7001,751,11.73,0.10
7001,751,12.52,0.10
7001,751,11.92,0.10
7001,751,11.83,0.10
7001,751,11.81,0.10
7001,751,11.69,0.10
7001,751,12.57,0.10
7001,801,11.86,0.10
7001,801,11.92,0.10
7001,801,11.69,0.10
7001,801,11.67,0.10
7001,801,11.73,0.10
7001,801,11.80,0.10
7001,801,11.77,0.10
7001,801,11.89,0.10
7001,801,11.70,0.10
7001,801,11.72,0.10
7001,851,12.74,0.10
7001,851,11.79,0.10
7001,851,11.96,0.10
7001,851,12.38,0.10
7001,851,11.78,0.10
7001,851,11.83,0.10
7001,851,12.74,0.10
7001,851,11.95,0.10
7001,851,11.88,0.10
7001,851,11.74,0.10
7001,901,11.74,0.36
7001,901,11.75,0.10
7001,901,11.74,0.10
7001,901,11.76,0.10
7001,901,11.81,0.10
7001,901,11.93,0.10
7001,901,11.69,0.10
7001,901,12.71,0.10
7001,901,11.69,0.10
7001,901,11.79,0.10
7001,951,11.93,0.10
7001,951,12.03,0.10
7001,951,11.77,0.10
7001,951,11.95,0.10
7001,951,11.86,0.10
7001,951,11.70,0.10
7001,951,11.83,0.10
7001,951,11.86,0.10
7001,951,11.81,0.11
7001,951,11.88,0.10
7001,1001,11.70,0.10
7001,1001,11.72,0.10
7001,1001,12.34,0.10
7001,1001,11.74,0.10
7001,1001,11.90,0.10
7001,1001,11.77,0.10
7001,1001,11.84,0.10
7001,1001,11.85,0.10
7001,1001,11.78,0.10
7001,1001,11.69,0.11
8001,1,12.67,0.10
8001,1,11.79,0.10
8001,1,11.77,0.10
8001,1,11.97,0.10
8001,1,11.81,0.10
8001,1,11.81,0.10
8001,1,11.81,0.10
8001,1,11.72,0.10
8001,1,11.77,0.10
8001,1,11.85,0.10
8001,51,11.97,0.10
8001,51,11.73,0.10
8001,51,11.94,0.10
8001,51,12.62,0.10
8001,51,11.79,0.10
8001,51,11.76,0.10
8001,51,12.61,0.10
8001,51,12.56,0.10
8001,51,11.78,0.10
8001,51,11.76,0.10
8001,101,12.19,0.16
8001,101,11.74,0.10
8001,101,11.76,0.10
8001,101,11.71,0.10
8001,101,12.07,0.10
8001,101,12.65,0.10
8001,101,12.00,0.10
8001,101,11.87,0.10
8001,101,12.22,0.10
8001,101,12.61,0.10
8001,151,11.86,0.10
8001,151,11.95,0.10
8001,151,11.98,0.10
8001,151,11.80,0.10
8001,151,11.90,0.10
8001,151,11.95,0.10
8001,151,12.07,0.10
8001,151,11.99,0.10
8001,151,12.09,0.10
8001,151,11.78,0.10
8001,201,11.90,0.10
8001,201,11.83,0.10
8001,201,11.81,0.10
8001,201,11.86,0.10
8001,201,11.77,0.10
8001,201,11.74,0.10
8001,201,11.79,0.10
8001,201,11.96,0.10
8001,201,11.86,0.10
8001,201,11.85,0.10
8001,251,11.75,0.10
8001,251,11.88,0.10
8001,251,11.91,0.10
8001,251,11.76,0.10
8001,251,11.81,0.10
8001,251,11.83,0.10
8001,251,11.81,0.10
8001,251,11.76,0.10
8001,251,11.82,0.10
8001,251,11.90,0.10
8001,301,12.28,0.10
8001,301,12.70,0.10
8001,301,11.80,0.10
8001,301,11.74,0.10
8001,301,11.79,0.10
8001,301,11.91,0.10
8001,301,11.77,0.10
8001,301,11.76,0.10
8001,301,11.86,0.10
8001,301,12.02,0.10
8001,351,11.77,0.10
8001,351,11.92,0.10
8001,351,11.73,0.10
8001,351,12.65,0.10
8001,351,12.06,0.18
8001,351,11.80,0.09
8001,351,11.85,0.10
8001,351,11.74,0.10
8001,351,12.50,0.10
8001,351,11.81,0.10
8001,401,11.92,0.10
8001,401,11.90,0.10
8001,401,12.63,0.10
8001,401,12.04,0.10
8001,401,12.01,0.10
8001,401,11.81,0.10
8001,401,11.93,0.10
8001,401,11.77,0.10
8001,401,11.68,0.10
8001,401,12.05,0.10
8001,451,11.75,0.10
8001,451,11.85,0.10
8001,451,11.85,0.10
8001,451,11.77,0.10
8001,451,11.77,0.10
8001,451,12.87,0.10
8001,451,11.75,0.10
8001,451,11.83,0.10
8001,451,11.76,0.10
8001,451,11.78,0.10
8001,501,11.95,0.10
8001,501,11.82,0.10
8001,501,11.83,0.10
8001,501,11.76,0.10
8001,501,11.65,0.10
8001,501,11.77,0.10
8001,501,11.77,0.10
8001,501,12.58,0.10
8001,501,12.73,0.10
8001,501,12.02,0.10
8001,551,11.71,0.10
8001,551,12.82,0.10
8001,551,11.69,0.10
8001,551,11.81,0.10
8001,551,11.70,0.10
8001,551,11.91,0.10
8001,551,11.94,0.10
8001,551,11.72,0.11
8001,551,11.81,0.09
8001,551,11.78,0.10
8001,601,11.86,0.10
8001,601,11.78,0.10
8001,601,11.92,0.10
8001,601,11.78,0.10
8001,601,11.79,0.10
8001,601,12.01,0.10
8001,601,12.40,0.10
8001,601,11.80,0.10
8001,601,11.88,0.10
8001,601,11.83,0.10
8001,651,11.83,0.10
8001,651,11.94,0.10
8001,651,11.82,0.10
8001,651,11.89,0.10
8001,651,11.84,0.10
8001,651,11.90,0.10
8001,651,11.75,0.10
8001,651,11.72,0.10
8001,651,12.31,0.10
8001,651,11.85,0.10
8001,701,12.02,0.10
8001,701,11.87,0.10
8001,701,11.76,0.10
8001,701,11.75,0.10
8001,701,12.59,0.10
8001,701,11.78,0.10
8001,701,11.64,0.10
8001,701,11.71,0.12
8001,701,12.56,0.16
8001,701,11.83,0.10
8001,751,11.61,0.10
8001,751,11.83,0.10
8001,751,11.89,0.10
8001,751,11.84,0.10
8001,751,11.76,0.10
8001,751,11.94,0.10
8001,751,11.84,0.10
8001,751,11.78,0.10
8001,751,11.82,0.10
8001,751,11.74,0.16
8001,801,11.88,0.10
8001,801,11.87,0.10
8001,801,11.78,0.10
8001,801,11.68,0.10
8001,801,11.74,0.10
8001,801,11.79,0.10
8001,801,11.74,0.10
8001,801,11.79,0.10
8001,801,11.80,0.10
8001,801,12.65,0.10
8001,851,11.73,0.10
8001,851,11.93,0.10
8001,851,11.78,0.10
8001,851,11.85,0.10
8001,851,12.07,0.10
8001,851,11.76,0.10
8001,851,12.44,0.10
8001,851,11.80,0.10
8001,851,11.78,0.10
8001,851,11.75,0.11
8001,901,11.80,0.10
8001,901,11.69,0.10
8001,901,11.78,0.10
8001,901,11.69,0.10
8001,901,11.85,0.10
8001,901,11.82,0.10
8001,901,11.72,0.10
8001,901,11.73,0.10
8001,901,11.70,0.10
8001,901,11.86,0.10
8001,951,12.97,0.10
8001,951,11.79,0.10
8001,951,11.75,0.10
8001,951,11.72,0.10
8001,951,12.04,0.10
8001,951,12.70,0.10
8001,951,11.73,0.10
8001,951,11.73,0.10
8001,951,13.08,0.10
8001,951,11.70,0.10
8001,1001,12.80,0.10
8001,1001,11.80,0.10
8001,1001,11.81,0.10
8001,1001,11.67,0.10
8001,1001,11.76,0.10
8001,1001,11.86,0.10
8001,1001,11.61,0.10
8001,1001,11.73,0.10
8001,1001,12.17,0.10
8001,1001,11.95,0.10
9001,1,12.02,0.10
9001,1,11.75,0.10
9001,1,11.78,0.10
9001,1,11.83,0.10
9001,1,11.71,0.10
9001,1,11.72,0.10
9001,1,11.88,0.10
9001,1,12.81,0.10
9001,1,12.21,0.10
9001,1,11.72,0.10
9001,51,11.81,0.10
9001,51,11.80,0.09
9001,51,11.76,0.10
9001,51,12.76,0.10
9001,51,11.66,0.10
9001,51,11.83,0.10
9001,51,11.78,0.10
9001,51,11.86,0.10
9001,51,11.69,0.10
9001,51,11.97,0.10
9001,101,12.05,0.10
9001,101,11.76,0.10
9001,101,11.90,0.10
9001,101,12.06,0.10
9001,101,11.73,0.10
9001,101,12.64,0.09
9001,101,11.92,0.10
9001,101,12.57,0.10
9001,101,11.77,0.10
9001,101,11.84,0.10
9001,151,12.06,0.10
9001,151,11.80,0.10
9001,151,11.83,0.10
9001,151,12.53,0.10
9001,151,11.83,0.10
9001,151,11.74,0.10
9001,151,11.68,0.10
9001,151,12.14,0.10
9001,151,11.76,0.10
9001,151,11.80,0.10
9001,201,11.74,0.10
9001,201,11.80,0.10
9001,201,11.78,0.10
9001,201,11.75,0.10
9001,201,11.75,0.10
9001,201,12.73,0.10
9001,201,11.77,0.10
9001,201,11.74,0.10
9001,201,11.81,0.10
9001,201,12.64,0.10
9001,251,11.66,0.10
9001,251,11.79,0.10
9001,251,11.84,0.10
9001,251,11.71,0.10
9001,251,12.67,0.10
9001,251,11.78,0.10
9001,251,11.75,0.10
9001,251,11.72,0.10
9001,251,12.77,0.10
9001,251,12.78,0.10
9001,301,11.76,0.10
9001,301,11.87,0.10
9001,301,11.77,0.10
9001,301,11.69,0.10
9001,301,11.71,0.10
9001,301,11.81,0.10
9001,301,12.58,0.10
9001,301,11.87,0.10
9001,301,11.77,0.10
9001,301,11.74,0.10
9001,351,11.83,0.10
9001,351,11.74,0.10
9001,351,11.84,0.10
9001,351,11.75,0.10
9001,351,11.92,0.10
9001,351,12.14,0.10
9001,351,11.93,0.10
9001,351,11.81,0.10
9001,351,11.82,0.10
9001,351,11.74,0.10
9001,401,11.65,0.10
9001,401,11.77,0.10
9001,401,11.80,0.10
9001,401,11.78,0.10
9001,401,11.77,0.10
9001,401,11.80,0.10
9001,401,11.75,0.10
9001,401,11.72,0.10
9001,401,12.76,0.10
9001,401,11.83,0.10
9001,451,11.70,0.10
9001,451,12.17,0.10
9001,451,11.82,0.10
9001,451,11.96,0.10
9001,451,11.74,0.10
9001,451,11.79,0.10
9001,451,11.69,0.10
9001,451,11.88,0.10
9001,451,11.77,0.10
9001,451,11.72,0.10
9001,501,11.82,0.09
9001,501,11.90,0.11
9001,501,11.76,0.10
9001,501,11.80,0.10
9001,501,11.81,0.10
9001,501,11.74,0.10
9001,501,12.58,0.10
9001,501,12.23,0.10
9001,501,11.71,0.10
9001,501,11.62,0.10
9001,551,11.85,0.11
9001,551,11.85,0.10
9001,551,12.16,0.10
9001,551,12.54,0.10
9001,551,11.89,0.10
9001,551,12.71,0.10
9001,551,11.65,0.10
9001,551,11.85,0.10
9001,551,12.10,0.10
9001,551,11.78,0.10
9001,601,11.73,0.10
9001,601,11.74,0.10
9001,601,11.83,0.11
9001,601,11.68,0.10
9001,601,11.78,0.10
9001,601,12.11,0.10
9001,601,11.75,0.10
9001,601,11.78,0.10
9001,601,11.78,0.10
9001,601,11.68,0.10
9001,651,11.78,0.10
9001,651,11.74,0.10
9001,651,12.62,0.10
9001,651,11.66,0.10
9001,651,11.87,0.10
9001,651,11.86,0.10
9001,651,12.60,0.10
9001,651,11.70,0.10
9001,651,12.58,0.10
9001,651,11.63,0.10
9001,701,11.85,0.10
9001,701,11.72,0.10
9001,701,11.84,0.10
9001,701,11.88,0.10
9001,701,11.75,0.10
9001,701,11.71,0.10
9001,701,11.80,0.10
9001,701,11.82,0.10
9001,701,11.90,0.10
9001,701,12.63,0.10
9001,751,11.70,0.10
9001,751,11.90,0.10
9001,751,11.76,0.10
9001,751,11.72,0.10
9001,751,11.91,0.10
9001,751,11.71,0.10
9001,751,11.91,0.10
9001,751,11.77,0.10
9001,751,11.78,0.10
9001,751,11.90,0.10
9001,801,11.69,0.10
9001,801,11.76,0.10
9001,801,11.73,0.10
9001,801,11.75,0.10
9001,801,12.10,0.10
9001,801,11.80,0.10
9001,801,11.70,0.10
9001,801,11.73,0.10
9001,801,11.98,0.10
9001,801,11.84,0.10
9001,851,12.11,0.10
9001,851,11.74,0.10
9001,851,11.71,0.10
9001,851,11.79,0.10
9001,851,11.78,0.10
9001,851,11.93,0.10
9001,851,11.85,0.10
9001,851,11.84,0.10
9001,851,11.71,0.10
9001,851,12.06,0.10
9001,901,12.41,0.10
9001,901,12.07,0.10
9001,901,11.71,0.10
9001,901,11.89,0.10
9001,901,11.74,0.10
9001,901,11.76,0.10
9001,901,12.51,0.10
9001,901,11.81,0.10
9001,901,11.93,0.10
9001,901,11.69,0.11
9001,951,11.88,0.10
9001,951,11.72,0.10
9001,951,11.70,0.10
9001,951,11.78,0.10
9001,951,11.94,0.10
9001,951,11.77,0.10
9001,951,11.86,0.10
9001,951,11.66,0.10
9001,951,11.85,0.10
9001,951,11.79,0.10
9001,1001,11.94,0.10
9001,1001,11.78,0.10
9001,1001,11.75,0.10
9001,1001,11.71,0.10
9001,1001,11.71,0.10
9001,1001,11.72,0.10
9001,1001,11.72,0.10
9001,1001,11.75,0.10
9001,1001,11.87,0.10
9001,1001,11.78,0.10
10001,1,11.94,0.10
10001,1,13.08,0.10
10001,1,12.08,0.10
10001,1,12.61,0.10
10001,1,11.74,0.10
10001,1,11.73,0.10
10001,1,11.71,0.10
10001,1,11.64,0.16
10001,1,11.73,0.10
10001,1,11.73,0.10
10001,51,11.93,0.10
10001,51,11.90,0.10
10001,51,11.71,0.10
10001,51,11.71,0.10
10001,51,11.79,0.10
10001,51,11.76,0.10
10001,51,11.74,0.10
10001,51,11.79,0.10
10001,51,11.93,0.10
10001,51,12.21,0.10
10001,101,11.78,0.10
10001,101,11.68,0.10
10001,101,11.74,0.11
10001,101,12.63,0.10
10001,101,11.81,0.10
10001,101,11.95,0.10
10001,101,11.69,0.10
10001,101,11.84,0.10
10001,101,11.77,0.10
10001,101,11.79,0.10
10001,151,11.88,0.10
10001,151,12.19,0.10
10001,151,11.71,0.10
10001,151,11.85,0.10
10001,151,11.76,0.10
10001,151,12.62,0.10
10001,151,12.67,0.10
10001,151,11.76,0.10
10001,151,11.73,0.10
10001,151,11.87,0.10
10001,201,11.81,0.09
10001,201,11.78,0.10
10001,201,11.73,0.10
10001,201,11.79,0.10
10001,201,12.56,0.10
10001,201,11.79,0.10
10001,201,11.75,0.10
10001,201,11.65,0.11
10001,201,11.75,0.10
10001,201,11.78,0.10
10001,251,11.76,0.10
10001,251,11.73,0.10
10001,251,11.69,0.10
10001,251,11.76,0.10
10001,251,12.04,0.10
