TRA,10,0.1,1,6,800,2.327
TRA,10,0.1,1,6,1600,2.324
TRA,10,0.1,1,6,2400,2.324
TRA,10,0.1,1,6,3200,2.323
TRA,10,0.1,1,6,4000,2.324
TRA,10,0.1,1,6,4800,2.328
TRA,10,0.1,2,6,800,2.324
TRA,10,0.1,2,6,1600,2.324
TRA,10,0.1,2,6,2400,2.325
TRA,10,0.1,2,6,3200,2.324
TRA,10,0.1,2,6,4000,2.328
TRA,10,0.1,2,6,4800,2.325
TRA,10,0.1,3,6,800,2.324
TRA,10,0.1,3,6,1600,2.323
TRA,10,0.1,3,6,2400,2.325
TRA,10,0.1,3,6,3200,2.324
TRA,10,0.1,3,6,4000,2.327
TRA,10,0.1,3,6,4800,2.324
TRA,10,0.1,4,6,800,2.327
TRA,10,0.1,4,6,1600,2.324
TRA,10,0.1,4,6,2400,2.324
TRA,10,0.1,4,6,3200,2.328
TRA,10,0.1,4,6,4000,2.325
TRA,10,0.1,4,6,4800,2.324
TRA,10,0.1,5,6,800,2.324
TRA,10,0.1,5,6,1600,2.324
TRA,10,0.1,5,6,2400,2.326
TRA,10,0.1,5,6,3200,2.324
TRA,10,0.1,5,6,4000,2.322
TRA,10,0.1,5,6,4800,2.326
TRA,10,0.1,6,6,800,2.323
TRA,10,0.1,6,6,1600,2.325
TRA,10,0.1,6,6,2400,2.325
TRA,10,0.1,6,6,3200,2.322
TRA,10,0.1,6,6,4000,2.325
TRA,10,0.1,6,6,4800,2.328
TRA_TIM,10,0.1,6,6,118.83,
TST,10,0.1,6,6,10,2.3
TRA,10,0.01,1,2,800,2.053
TRA,10,0.01,1,2,1600,1.757
TRA,10,0.01,1,2,2400,1.662
TRA,10,0.01,1,2,3200,1.617
TRA,10,0.01,1,2,4000,1.562
TRA,10,0.01,1,2,4800,1.57
TRA,10,0.01,2,2,800,1.541
TRA,10,0.01,2,2,1600,1.51
TRA,10,0.01,2,2,2400,1.483
TRA,10,0.01,2,2,3200,1.507
TRA,10,0.01,2,2,4000,1.492
TRA,10,0.01,2,2,4800,1.502
TRA_TIM,10,0.01,2,2,40.06,
TST,10,0.01,2,2,47.04,2.14
TRA,10,0.01,1,4,800,2.043
TRA,10,0.01,1,4,1600,1.773
TRA,10,0.01,1,4,2400,1.68
TRA,10,0.01,1,4,3200,1.604
TRA,10,0.01,1,4,4000,1.6
TRA,10,0.01,1,4,4800,1.546
TRA,10,0.01,2,4,800,1.508
TRA,10,0.01,2,4,1600,1.547
TRA,10,0.01,2,4,2400,1.504
TRA,10,0.01,2,4,3200,1.507
TRA,10,0.01,2,4,4000,1.5
TRA,10,0.01,2,4,4800,1.491
TRA,10,0.01,3,4,800,1.459
TRA,10,0.01,3,4,1600,1.467
TRA,10,0.01,3,4,2400,1.494
TRA,10,0.01,3,4,3200,1.471
TRA,10,0.01,3,4,4000,1.482
TRA,10,0.01,3,4,4800,1.474
TRA,10,0.01,4,4,800,1.424
TRA,10,0.01,4,4,1600,1.459
TRA,10,0.01,4,4,2400,1.475
TRA,10,0.01,4,4,3200,1.502
TRA,10,0.01,4,4,4000,1.457
TRA,10,0.01,4,4,4800,1.486
TRA_TIM,10,0.01,4,4,78.48,
TST,10,0.01,4,4,45.34,2.15
TRA,10,0.01,1,6,800,2.03
TRA,10,0.01,1,6,1600,1.748
TRA,10,0.01,1,6,2400,1.642
TRA,10,0.01,1,6,3200,1.617
TRA,10,0.01,1,6,4000,1.569
TRA,10,0.01,1,6,4800,1.579
TRA,10,0.01,2,6,800,1.5
TRA,10,0.01,2,6,1600,1.522
TRA,10,0.01,2,6,2400,1.511
TRA,10,0.01,2,6,3200,1.508
TRA,10,0.01,2,6,4000,1.49
TRA,10,0.01,2,6,4800,1.507
TRA,10,0.01,3,6,800,1.451
TRA,10,0.01,3,6,1600,1.469
TRA,10,0.01,3,6,2400,1.484
TRA,10,0.01,3,6,3200,1.47
TRA,10,0.01,3,6,4000,1.466
TRA,10,0.01,3,6,4800,1.478
TRA,10,0.01,4,6,800,1.423
TRA,10,0.01,4,6,1600,1.452
TRA,10,0.01,4,6,2400,1.426
TRA,10,0.01,4,6,3200,1.477
TRA,10,0.01,4,6,4000,1.471
TRA,10,0.01,4,6,4800,1.47
TRA,10,0.01,5,6,800,1.418
TRA,10,0.01,5,6,1600,1.423
TRA,10,0.01,5,6,2400,1.481
TRA,10,0.01,5,6,3200,1.456
TRA,10,0.01,5,6,4000,1.45
TRA,10,0.01,5,6,4800,1.459
TRA,10,0.01,6,6,800,1.403
TRA,10,0.01,6,6,1600,1.402
TRA,10,0.01,6,6,2400,1.457
TRA,10,0.01,6,6,3200,1.439
TRA,10,0.01,6,6,4000,1.452
TRA,10,0.01,6,6,4800,1.441
TRA_TIM,10,0.01,6,6,119.34,
TST,10,0.01,6,6,46.38,2.14
TRA,10,0.001,1,2,800,2.301
TRA,10,0.001,1,2,1600,2.223
TRA,10,0.001,1,2,2400,2.023
TRA,10,0.001,1,2,3200,1.906
TRA,10,0.001,1,2,4000,1.8
TRA,10,0.001,1,2,4800,1.687
TRA,10,0.001,2,2,800,1.561
TRA,10,0.001,2,2,1600,1.528
TRA,10,0.001,2,2,2400,1.489
TRA,10,0.001,2,2,3200,1.443
TRA,10,0.001,2,2,4000,1.405
TRA,10,0.001,2,2,4800,1.388
TRA_TIM,10,0.001,2,2,41.19,
TST,10,0.001,2,2,50.03,2.07
TRA,10,0.001,1,4,800,2.287
TRA,10,0.001,1,4,1600,2.12
TRA,10,0.001,1,4,2400,1.959
TRA,10,0.001,1,4,3200,1.784
TRA,10,0.001,1,4,4000,1.683
TRA,10,0.001,1,4,4800,1.619
TRA,10,0.001,2,4,800,1.564
TRA,10,0.001,2,4,1600,1.524
TRA,10,0.001,2,4,2400,1.498
TRA,10,0.001,2,4,3200,1.476
TRA,10,0.001,2,4,4000,1.438
TRA,10,0.001,2,4,4800,1.394
TRA,10,0.001,3,4,800,1.355
TRA,10,0.001,3,4,1600,1.348
TRA,10,0.001,3,4,2400,1.313
TRA,10,0.001,3,4,3200,1.316
TRA,10,0.001,3,4,4000,1.288
TRA,10,0.001,3,4,4800,1.245
TRA,10,0.001,4,4,800,1.196
TRA,10,0.001,4,4,1600,1.2
TRA,10,0.001,4,4,2400,1.208
TRA,10,0.001,4,4,3200,1.192
TRA,10,0.001,4,4,4000,1.171
TRA,10,0.001,4,4,4800,1.17
TRA_TIM,10,0.001,4,4,78.79,
TST,10,0.001,4,4,56.42,1.85
TRA,10,0.001,1,6,800,2.296
TRA,10,0.001,1,6,1600,2.182
TRA,10,0.001,1,6,2400,1.982
TRA,10,0.001,1,6,3200,1.825
TRA,10,0.001,1,6,4000,1.688
TRA,10,0.001,1,6,4800,1.615
TRA,10,0.001,2,6,800,1.564
TRA,10,0.001,2,6,1600,1.548
TRA,10,0.001,2,6,2400,1.459
TRA,10,0.001,2,6,3200,1.446
TRA,10,0.001,2,6,4000,1.431
TRA,10,0.001,2,6,4800,1.413
TRA,10,0.001,3,6,800,1.345
TRA,10,0.001,3,6,1600,1.353
TRA,10,0.001,3,6,2400,1.34
TRA,10,0.001,3,6,3200,1.307
TRA,10,0.001,3,6,4000,1.297
TRA,10,0.001,3,6,4800,1.264
TRA,10,0.001,4,6,800,1.218
TRA,10,0.001,4,6,1600,1.215
TRA,10,0.001,4,6,2400,1.216
TRA,10,0.001,4,6,3200,1.207
TRA,10,0.001,4,6,4000,1.2
TRA,10,0.001,4,6,4800,1.18
TRA,10,0.001,5,6,800,1.156
TRA,10,0.001,5,6,1600,1.131
TRA,10,0.001,5,6,2400,1.121
TRA,10,0.001,5,6,3200,1.107
TRA,10,0.001,5,6,4000,1.106
TRA,10,0.001,5,6,4800,1.093
TRA,10,0.001,6,6,800,1.034
TRA,10,0.001,6,6,1600,1.051
TRA,10,0.001,6,6,2400,1.061
TRA,10,0.001,6,6,3200,1.04
TRA,10,0.001,6,6,4000,1.058
TRA,10,0.001,6,6,4800,1.068
TRA_TIM,10,0.001,6,6,119.03,
TST,10,0.001,6,6,61.46,2.07
TRA,10,0.0001,1,2,800,2.304
TRA,10,0.0001,1,2,1600,2.304
TRA,10,0.0001,1,2,2400,2.301
TRA,10,0.0001,1,2,3200,2.301
TRA,10,0.0001,1,2,4000,2.297
TRA,10,0.0001,1,2,4800,2.296
TRA,10,0.0001,2,2,800,2.292
TRA,10,0.0001,2,2,1600,2.285
TRA,10,0.0001,2,2,2400,2.276
TRA,10,0.0001,2,2,3200,2.255
TRA,10,0.0001,2,2,4000,2.24
TRA,10,0.0001,2,2,4800,2.216
TRA_TIM,10,0.0001,2,2,39.8,
TST,10,0.0001,2,2,21.93,2.16
TRA,10,0.0001,1,4,800,2.303
TRA,10,0.0001,1,4,1600,2.3
TRA,10,0.0001,1,4,2400,2.299
TRA,10,0.0001,1,4,3200,2.297
TRA,10,0.0001,1,4,4000,2.295
TRA,10,0.0001,1,4,4800,2.292
TRA,10,0.0001,2,4,800,2.282
TRA,10,0.0001,2,4,1600,2.272
TRA,10,0.0001,2,4,2400,2.247
TRA,10,0.0001,2,4,3200,2.209
TRA,10,0.0001,2,4,4000,2.162
TRA,10,0.0001,2,4,4800,2.11
TRA,10,0.0001,3,4,800,2.041
TRA,10,0.0001,3,4,1600,1.995
TRA,10,0.0001,3,4,2400,1.973
TRA,10,0.0001,3,4,3200,1.929
TRA,10,0.0001,3,4,4000,1.921
TRA,10,0.0001,3,4,4800,1.892
TRA,10,0.0001,4,4,800,1.879
